Date,Open,High,Low,Close,Volume,Adj Close
2014-02-03,37.74,37.99,35.69,37.42,42168900,37.42
2014-01-02,37.35,37.89,34.63,37.84,48732700,37.56
2013-12-02,38.09,38.98,35.53,37.41,40193300,37.13
2013-11-01,35.67,38.29,35.39,38.13,41126100,37.85
2013-10-01,33.35,36.29,32.80,35.41,43783200,34.88
2013-09-03,31.75,33.75,30.95,33.28,64140000,32.78
2013-08-01,32.06,35.20,30.84,33.40,49729700,32.90
2013-07-01,34.75,36.43,31.02,31.84,52501300,31.15
2013-06-03,34.92,35.78,32.57,34.54,50535000,33.79
2013-05-01,32.93,35.28,32.32,34.90,51273800,34.14
2013-04-01,28.64,33.11,28.11,33.10,70041900,32.15
2013-03-01,27.72,28.66,27.52,28.61,45019900,27.79
2013-02-01,27.67,28.20,27.10,27.80,42969800,27.00
2013-01-02,27.25,28.23,26.28,27.45,56932500,26.45
2012-12-03,26.78,27.73,26.26,26.71,49503000,25.73
2012-11-01,28.84,30.20,26.34,26.62,66390700,25.65
2012-10-01,29.81,30.25,27.76,28.54,55946000,27.27
2012-09-04,30.45,31.61,29.74,29.76,49859800,28.44
2012-08-01,29.59,30.96,28.97,30.82,30797300,29.45
2012-07-02,30.62,31.05,28.54,29.47,42105900,27.97
2012-06-01,28.76,31.14,28.32,30.59,48969400,29.04
2012-05-01,32.05,32.34,28.64,29.19,47886600,27.71
2012-04-02,32.22,32.89,30.23,32.02,48821800,30.20
2012-03-01,31.93,32.95,31.49,32.26,44277900,30.42
2012-02-01,29.79,32.00,29.71,31.74,52182700,29.93
2012-01-03,26.55,29.95,26.39,29.53,70271500,27.67
2011-12-01,25.56,26.19,25.16,25.96,49264800,24.32
2011-11-01,26.19,27.20,24.30,25.58,53693200,23.97
2011-10-03,24.72,27.50,24.26,26.63,60235300,24.76
2011-09-01,26.46,27.50,24.60,24.89,63522800,23.15
2011-08-01,27.51,27.69,23.79,26.60,77332100,24.74
2011-07-01,25.93,28.15,25.84,27.40,68186700,25.32
2011-06-01,24.99,26.00,23.65,26.00,61377000,24.03
2011-05-02,25.94,26.25,24.03,25.01,67821800,23.11
2011-04-01,25.53,26.87,24.72,25.92,81660300,23.80
2011-03-01,26.60,26.78,24.68,25.39,59744300,23.31
2011-02-01,27.80,28.34,26.43,26.58,61355100,24.40
2011-01-03,28.05,29.46,27.42,27.73,71312700,25.31
2010-12-01,25.57,28.40,25.56,27.91,48111900,25.47
2010-11-01,26.88,28.87,24.93,25.26,68402700,23.05
2010-10-01,24.77,27.20,23.78,26.67,66458300,24.19
2010-09-01,23.67,25.53,23.54,24.49,63542900,22.21
2010-08-02,25.99,26.38,23.32,23.47,61156600,21.29
2010-07-01,23.09,26.41,22.73,25.81,71053500,23.29
2010-06-01,25.53,26.93,22.95,23.01,79675500,20.76
2010-05-03,30.67,31.06,24.56,25.80,89381300,23.28
2010-04-01,29.35,31.58,28.62,30.54,65821100,27.43
2010-03-01,28.77,30.57,28.24,29.29,51043300,26.31
2010-02-01,28.39,29.03,27.57,28.67,58684900,25.75
2010-01-04,30.62,31.24,27.66,28.18,81765200,25.19
2009-12-01,29.52,31.50,29.25,30.48,43297000,27.25
2009-11-02,27.70,30.14,27.41,29.41,53121400,26.29
2009-10-01,25.41,29.35,24.43,27.73,72581900,24.68
2009-09-01,24.35,26.25,23.76,25.72,52500600,22.89
2009-08-03,23.82,25.49,23.03,24.65,49659200,21.94
2009-07-01,24.05,25.72,22.00,23.52,71441700,20.82
2009-06-01,21.00,24.34,20.86,23.77,67163500,21.04
2009-05-01,20.19,20.94,19.01,20.89,57362800,18.49
2009-04-01,18.23,21.20,18.18,20.26,78563800,17.82
2009-03-02,15.96,18.88,14.87,18.37,78069100,16.16
2009-02-02,17.03,19.93,16.10,16.15,81560000,14.20
2009-01-02,19.53,21.00,16.75,17.10,81319400,14.94
2008-12-01,19.88,21.25,18.47,19.44,72425500,16.98
2008-11-03,22.48,23.66,17.50,20.22,95976900,17.66
2008-10-01,26.38,27.47,20.65,22.33,136418800,19.38
2008-09-02,27.67,27.76,23.50,26.69,96891900,23.16
2008-08-01,25.92,28.50,25.07,27.29,59889700,23.68
2008-07-01,27.27,27.91,24.87,25.72,77180100,22.23
2008-06-02,28.24,29.57,27.11,27.51,77058100,23.77
2008-05-01,28.50,30.53,27.95,28.32,69931800,24.47
2008-04-01,28.83,32.10,27.93,28.52,69066000,24.56
2008-03-03,27.24,29.59,26.87,28.38,74958500,24.44
2008-02-01,31.06,33.25,27.02,27.20,122053500,23.42
2008-01-02,35.79,35.96,31.04,32.60,97806800,27.96
2007-12-03,33.50,36.72,32.63,35.60,55002300,30.54
2007-11-01,36.53,37.50,32.68,33.60,90498800,28.82
2007-10-01,29.46,37.00,29.29,36.81,85080900,31.47
2007-09-04,28.50,29.85,28.27,29.46,61223000,25.19
2007-08-01,28.95,30.10,27.51,28.73,55264800,24.56
2007-07-02,29.67,31.84,28.95,28.99,64862000,24.70
2007-06-01,30.79,30.90,29.04,29.47,59647900,25.11
2007-05-01,29.94,31.16,29.90,30.69,64202000,26.15
2007-04-02,27.89,30.74,27.56,29.94,51337600,25.42
2007-03-01,27.82,28.55,26.60,27.87,59843900,23.67
2007-02-01,30.84,30.94,27.79,28.17,72483300,23.92
2007-01-03,29.91,31.48,29.40,30.86,69924300,26.11
2006-12-01,29.23,30.26,28.80,29.86,58945000,25.27
2006-11-01,28.78,30.00,28.58,29.36,61544700,24.85
2006-10-02,27.32,28.85,27.15,28.71,61492200,24.21
2006-09-01,25.89,27.52,25.39,27.35,56588300,23.07
2006-08-01,24.02,26.25,23.85,25.70,50459500,21.67
2006-07-03,23.53,24.60,22.23,24.06,68627600,20.22
2006-06-01,22.74,23.65,21.46,23.30,92940200,19.58
2006-05-01,24.32,25.00,22.45,22.65,110427000,19.03
2006-04-03,27.67,27.94,24.00,24.15,107219900,20.21
2006-03-01,26.98,28.22,26.62,27.21,65223100,22.77
2006-02-01,27.96,28.07,26.34,26.87,58565000,22.49
2006-01-03,26.25,28.38,26.10,28.15,74173200,23.48
2005-12-01,27.73,28.10,26.10,26.15,62892300,21.81
2005-11-01,25.61,28.25,25.61,27.68,71469100,23.09
2005-10-03,25.71,25.80,24.25,25.70,72132400,21.38
2005-09-01,27.38,27.39,25.12,25.73,66976400,21.40
2005-08-01,25.81,27.94,25.76,27.38,65529900,22.77
2005-07-01,24.85,26.48,24.50,25.61,69046600,21.24
2005-06-01,25.73,26.00,24.82,24.84,62956700,20.60
2005-05-02,25.23,26.09,24.64,25.80,62699700,21.40
2005-04-01,24.24,25.45,23.94,25.30,77090200,20.91
2005-03-01,25.19,25.79,23.82,24.17,72899700,19.98
2005-02-01,26.25,26.50,25.13,25.16,75992300,20.80
2005-01-03,26.80,27.10,25.64,26.28,79642800,21.66
2004-12-01,26.95,27.44,26.68,26.72,84488000,22.02
2004-11-01,28.16,30.20,26.10,26.81,86446000,22.09
2004-10-01,27.82,28.89,27.55,27.97,65742900,20.68
2004-09-01,27.23,27.79,26.74,27.65,57725200,20.44
2004-08-02,28.27,28.55,26.85,27.30,52104600,20.19
2004-07-01,28.70,29.89,27.25,28.49,76666600,21.00
2004-06-01,26.13,28.80,25.86,28.56,77068200,21.06
2004-05-03,26.19,26.60,25.42,26.23,58942400,19.34
2004-04-01,24.95,27.72,24.85,26.13,77386600,19.26
2004-03-01,26.63,26.72,24.01,24.93,77111900,18.38
2004-02-02,27.61,27.80,26.35,26.53,57385900,19.56
2004-01-02,27.58,28.83,27.26,27.65,63635800,20.38
2003-12-01,25.90,27.55,25.50,27.37,69030000,20.18
2003-11-03,26.35,26.75,24.84,25.71,77670400,18.95
2003-10-01,28.03,29.46,25.91,26.14,63898000,19.27
2003-09-02,26.70,30.00,26.47,27.80,62697200,20.38
2003-08-01,26.33,26.95,25.43,26.52,47667100,19.44
2003-07-01,25.59,27.81,25.39,26.41,61659800,19.36
2003-06-02,24.98,26.51,23.60,25.64,77050900,18.80
2003-05-01,25.54,26.50,23.89,24.61,66480900,18.04
2003-04-01,24.46,26.43,23.95,25.57,62151600,18.75
2003-03-03,24.02,26.80,22.55,24.21,68727900,17.75
2003-02-03,47.93,49.10,23.30,23.70,73871300,17.37
2003-01-02,52.30,57.32,47.03,47.46,86929500,17.34
2002-12-02,58.65,58.96,51.26,51.70,63170400,18.89
2002-11-01,52.43,58.64,51.90,57.68,79219500,21.08
2002-10-01,44.32,54.07,43.19,53.47,112232300,19.54
2002-09-03,48.52,51.10,43.11,43.74,90564100,15.98
2002-08-01,47.58,53.45,43.80,49.08,80631600,17.93
2002-07-01,54.12,54.93,41.41,47.98,114821000,17.53
2002-06-03,50.99,56.44,49.17,54.70,96181400,19.99
2002-05-01,52.16,56.44,48.35,50.91,67578800,18.60
2002-04-01,59.83,60.40,51.44,52.26,67948300,19.10
2002-03-01,59.05,65.00,58.31,60.31,55857200,22.04
2002-02-01,64.15,64.50,57.15,58.34,63117200,21.32
2002-01-02,66.65,70.62,61.33,63.71,68080000,23.28
2001-12-03,63.83,69.89,63.80,66.25,51004700,24.21
2001-11-01,60.08,68.34,59.60,64.21,65676300,23.46
2001-10-01,50.94,63.63,50.41,58.15,78938700,21.25
2001-09-04,57.19,59.08,47.50,51.17,108497700,18.70
2001-08-01,66.80,67.54,56.30,57.05,52686800,20.85
2001-07-02,72.05,73.15,64.20,66.19,72106300,24.18
2001-06-01,69.60,76.15,66.01,73.00,73498100,26.67
2001-05-01,67.66,72.15,67.25,69.18,83999400,25.28
2001-04-02,54.81,71.10,51.06,67.75,107508700,24.75
2001-03-01,58.56,61.13,49.75,54.69,90297700,19.98
2001-02-01,60.81,65.06,53.88,59.00,85342300,21.56
2001-01-02,44.13,64.75,42.88,61.06,99401400,22.31
2000-12-01,58.06,60.63,40.31,43.38,107832200,15.85
2000-11-01,68.50,72.37,57.00,57.38,103841100,20.97
2000-10-02,60.50,70.12,48.44,68.87,116994900,25.16
2000-09-01,70.00,72.06,58.63,60.31,74979300,22.04
2000-08-01,69.94,74.87,68.12,69.81,56172800,25.51
2000-07-03,79.69,82.87,67.25,69.81,65223400,25.51
2000-06-01,64.37,82.19,63.81,80.00,69063900,29.23
2000-05-01,72.87,74.00,60.38,62.56,63609000,22.86
2000-04-03,94.44,96.50,65.00,69.75,122959400,25.49
2000-03-01,89.62,115.00,88.94,106.25,90976900,38.82
2000-02-01,98.50,110.00,88.12,89.37,69646200,32.65
2000-01-03,117.37,118.62,94.87,97.87,67403400,35.76
1999-12-01,91.06,119.94,90.87,116.75,57886100,42.66
1999-11-01,93.25,94.50,84.37,91.05,72828600,33.27
1999-10-01,90.19,95.25,85.06,92.56,54369300,33.82
1999-09-01,92.31,97.87,88.81,90.56,48796600,33.09
1999-08-02,85.69,96.37,81.62,92.56,63403500,33.82
1999-07-01,89.87,100.75,85.50,85.81,56944200,31.35
1999-06-01,80.62,90.25,76.12,90.19,42956400,32.95
1999-05-03,81.44,81.81,75.50,80.69,58290200,29.48
1999-04-01,91.25,95.62,79.87,81.31,58198000,29.71
1999-03-01,149.56,180.38,87.87,89.62,70789600,32.75
1999-02-01,175.44,175.94,143.98,150.13,87282900,27.43
1999-01-04,139.61,175.13,136.00,175.00,81688900,31.97
1998-12-01,120.25,144.00,120.12,138.69,51152500,25.34
1998-11-02,106.37,130.27,104.75,122.00,61680300,22.29
1998-10-01,108.06,110.12,87.75,105.87,77380500,19.34
1998-09-01,95.25,114.62,94.50,110.06,58628500,20.11
1998-08-03,109.12,113.75,95.75,95.94,70606100,17.53
1998-07-01,109.12,119.62,105.37,109.94,58318300,20.09
1998-06-01,83.87,108.56,83.12,108.37,59552800,19.80
1998-05-01,90.19,91.00,81.87,84.81,56473600,15.49
1998-04-01,89.81,99.12,86.62,90.12,51116700,16.46
1998-03-02,85.87,90.94,79.25,89.50,51732000,16.35
1998-02-02,151.75,160.06,79.37,84.75,76292100,15.48
1998-01-02,129.63,150.13,124.37,149.19,76808900,13.63
1997-12-01,141.94,146.63,118.00,129.25,67425900,11.81
1997-11-03,131.63,142.25,129.00,141.50,49124300,12.93
1997-10-01,132.50,139.63,123.50,130.00,68703800,11.88
1997-09-02,133.13,140.25,130.63,132.31,57024100,12.09
1997-08-01,141.38,144.63,131.00,132.19,57472700,12.08
1997-07-01,126.44,150.75,123.25,141.38,78917500,12.91
1997-06-02,125.00,134.94,118.25,126.37,48022600,11.54
1997-05-01,122.00,129.06,114.87,124.00,65770100,11.33
1997-04-01,90.12,122.62,89.75,121.50,90802500,11.10
1997-03-03,97.00,101.00,87.62,91.69,78573200,8.38
1997-02-03,102.62,103.50,94.00,97.50,72398100,8.91
1997-01-02,83.12,103.25,80.75,102.00,75104400,9.32
1996-12-02,157.50,159.50,76.37,82.62,71113800,7.55
1996-11-01,137.25,158.00,136.50,156.88,81906000,7.17
1996-10-01,131.75,139.13,130.88,137.25,59898400,6.27
1996-09-03,122.00,138.63,120.62,131.88,69450400,6.02
1996-08-01,117.87,126.12,117.37,122.50,53270500,5.59
1996-07-01,120.25,122.87,107.50,117.87,101509800,5.38
1996-06-03,118.75,125.87,116.25,120.12,66605100,5.49
1996-05-01,112.87,120.00,109.62,118.75,56708500,5.42
1996-04-01,103.14,113.87,99.62,113.25,65463000,5.17
1996-03-01,98.37,107.06,94.62,103.12,83450400,4.71
1996-02-01,92.25,103.62,92.00,98.69,84932600,4.51
1996-01-02,87.87,93.25,79.87,92.50,96608600,4.22
1995-12-01,87.12,94.75,85.12,87.75,85297800,4.01
1995-11-01,100.12,101.00,84.25,87.12,93544300,3.98
1995-10-02,90.50,103.37,80.37,100.00,105458800,4.57
1995-09-01,91.75,97.87,83.37,90.50,85874400,4.13
1995-08-01,90.75,100.75,87.00,92.50,94326500,4.22
1995-07-03,90.87,109.25,88.50,90.50,121614700,4.13
1995-06-01,85.00,92.37,81.75,90.37,60169600,4.13
1995-05-01,81.87,89.50,78.87,84.69,66036200,3.87
1995-04-03,71.00,82.12,68.75,81.75,73246000,3.73
1995-03-01,63.13,74.12,62.75,71.12,64295800,3.25
1995-02-01,59.38,63.25,58.38,63.00,55326400,2.88
1995-01-03,61.50,65.25,58.25,59.38,55788300,2.71
1994-12-01,62.63,64.25,58.75,61.13,51430400,2.79
1994-11-01,62.75,65.12,60.75,62.88,50724800,2.87
1994-10-03,56.13,63.75,53.88,63.00,60337500,2.88
1994-09-01,57.00,58.25,54.88,56.13,47593200,2.56
1994-08-01,51.63,59.25,51.50,58.13,58781100,2.65
1994-07-01,51.63,51.75,46.88,51.50,79751500,2.35
1994-06-01,53.50,54.63,49.25,51.63,112728200,2.36
1994-05-02,92.75,99.25,48.50,53.75,81232900,2.45
1994-04-04,82.50,95.25,82.00,92.50,101490600,2.11
1994-03-01,83.00,89.25,79.75,84.75,63035100,1.94
1994-02-01,85.00,85.75,78.00,82.50,74958600,1.88
1994-01-03,80.50,87.00,79.25,85.12,61724600,1.94
1993-12-01,80.50,86.50,79.25,80.62,43535400,1.84
1993-11-01,80.25,83.00,76.00,80.00,48127000,1.83
1993-10-01,82.50,85.75,78.00,80.12,67171200,1.83
1993-09-01,75.25,84.25,73.25,82.50,57183800,1.88
1993-08-02,74.75,79.25,70.37,75.12,89295500,1.72
1993-07-01,88.25,88.50,72.00,74.00,106730900,1.69
1993-06-01,93.00,98.00,86.75,88.00,57846900,2.01
1993-05-03,85.50,95.50,84.50,92.62,66979200,2.12
1993-04-01,92.50,94.75,79.75,85.50,64069400,1.95
1993-03-01,83.75,94.25,81.25,92.50,59896400,2.11
1993-02-01,86.25,90.25,76.75,83.37,83061800,1.90
1993-01-04,85.00,94.00,84.50,86.50,72537700,1.98
1992-12-01,92.75,94.00,85.25,85.37,52917200,1.95
1992-11-02,89.00,95.00,87.25,93.12,63120600,2.13
1992-10-01,80.00,90.25,75.75,88.75,53259900,2.03
1992-09-01,74.00,82.00,73.25,80.50,50607800,1.84
1992-08-03,72.75,75.00,68.00,74.50,43570200,1.70
1992-07-01,70.25,74.75,65.50,72.75,58204900,1.66
1992-06-01,120.50,124.50,65.75,70.00,75038100,1.60
1992-05-01,110.50,122.25,109.25,121.00,57956800,1.84
1992-04-01,117.25,129.25,107.00,110.25,106419800,1.68
1992-03-02,123.75,130.25,116.75,118.50,58679800,1.80
1992-02-03,118.25,129.00,113.00,123.50,76436200,1.88
1992-01-02,110.75,133.25,109.50,120.25,69039400,1.83
1991-12-02,96.25,112.00,96.00,111.25,40441200,1.69
1991-11-01,93.50,101.75,90.75,97.25,45387300,1.48
1991-10-01,89.00,95.25,86.25,93.87,47956400,1.43
1991-09-03,85.00,90.00,80.00,89.00,43088100,1.35
1991-08-01,73.75,86.75,71.75,85.25,59235300,1.30
1991-07-01,68.75,74.00,60.50,73.50,77222400,1.12
1991-06-03,109.50,114.75,65.50,68.12,67844600,1.04
1991-05-01,98.50,112.50,96.62,109.75,70202000,1.11
1991-04-01,106.00,117.50,96.00,99.00,95496000,1.00
1991-03-01,103.00,113.00,93.00,106.12,98149700,1.08
1991-02-01,99.00,109.00,97.25,103.75,96660300,1.05
1991-01-02,75.00,99.50,73.00,98.12,105961100,1.00
1990-12-03,73.25,76.75,70.50,75.25,49183600,0.76
1990-11-01,63.00,74.25,62.75,72.25,63108800,0.73
1990-10-01,64.75,68.50,53.50,63.75,98229500,0.65
1990-09-04,61.00,63.50,54.50,63.00,72041600,0.64
1990-08-01,66.25,67.25,50.75,61.50,88022900,0.62
1990-07-02,76.00,80.75,65.75,66.50,75773800,0.67
1990-06-01,73.25,77.75,71.00,76.00,57184100,0.77
1990-05-01,58.75,78.75,56.75,73.00,77462100,0.74
1990-04-02,109.75,122.00,55.63,58.00,62612800,0.59
1990-03-01,98.50,117.00,98.50,110.75,79749600,0.56
1990-02-01,92.50,100.50,92.25,98.75,77297000,0.50
1990-01-02,87.25,96.00,84.00,92.50,113358400,0.47
1989-12-01,87.12,88.25,75.00,87.00,76913900,0.44
1989-11-01,81.75,89.25,76.00,87.00,92717200,0.44
1989-10-02,68.25,86.00,68.00,81.75,121160800,0.41
1989-09-01,59.00,69.50,57.75,68.50,67441400,0.35
1989-08-01,54.75,60.50,54.00,58.75,60648200,0.30
1989-07-03,53.13,57.00,51.50,54.75,62716900,0.28
1989-06-01,60.25,60.75,51.25,53.00,51809400,0.27
1989-05-01,55.38,61.00,51.00,60.50,60905700,0.31
1989-04-03,50.00,56.50,47.50,55.88,60229200,0.28
1989-03-01,60.00,62.25,45.75,49.88,140382800,0.25
1989-02-01,59.50,64.75,58.50,59.50,97135600,0.30
1989-01-03,53.50,60.25,50.25,59.63,71435800,0.30
1988-12-01,47.50,54.25,47.00,53.25,52107700,0.27
1988-11-01,49.00,50.50,45.25,47.25,75909700,0.24
1988-10-03,51.25,54.00,47.75,49.00,74922300,0.25
1988-09-01,49.50,55.25,48.00,52.25,59705600,0.27
1988-08-01,59.75,60.00,47.75,50.00,84106900,0.25
1988-07-01,67.00,70.50,56.75,59.50,73024100,0.30
1988-06-01,58.25,67.50,57.75,67.00,55914900,0.34
1988-05-02,54.50,59.25,53.50,58.00,51287700,0.29
1988-04-04,56.00,58.75,52.75,54.50,60992800,0.28
1988-03-01,59.75,65.50,54.25,56.50,94083300,0.29
1988-02-01,56.75,60.75,49.75,59.38,72160400,0.30
1988-01-04,54.75,61.75,52.50,55.75,101674000,0.28
1987-12-01,44.50,56.00,40.00,54.25,83714900,0.28
1987-11-02,49.25,52.00,40.50,44.75,85716600,0.23
1987-10-01,66.25,79.25,37.25,49.75,169804500,0.25
1987-09-01,118.00,120.00,53.00,66.25,78122900,0.34
1987-08-03,94.00,121.25,91.25,118.75,100916500,0.30
1987-07-01,101.75,105.75,88.50,94.00,90916300,0.24
1987-06-01,115.25,115.25,96.25,102.00,80349300,0.26
1987-05-01,104.00,128.25,102.75,115.25,113621700,0.29
1987-04-01,96.75,109.00,90.50,104.00,105077400,0.26
1987-03-02,76.75,99.00,73.50,96.75,86757300,0.25
1987-02-02,73.12,79.50,66.50,76.75,98517200,0.19
1987-01-02,48.25,77.50,47.50,73.12,98369800,0.19
1986-12-01,49.75,50.00,45.25,48.25,33858300,0.12
1986-11-03,39.00,51.25,39.00,49.75,57646900,0.13
1986-10-01,28.25,40.25,27.50,38.75,70845400,0.10
1986-09-02,28.50,31.50,26.25,28.25,13824000,0.07
1986-08-01,28.50,30.75,27.25,28.50,13889800,0.07
1986-07-01,30.75,31.50,26.00,28.50,21656200,0.07
1986-06-02,35.00,35.00,29.50,30.75,16959000,0.08
1986-05-01,32.25,35.50,31.00,35.00,17167500,0.09
1986-04-01,27.50,35.13,26.75,32.25,26274700,0.08
1986-03-13,25.50,29.75,25.50,27.50,155827200,0.07
